src,dst,weight
empresa,qual,10.0
frango,tem,2.0
os,sambista,4.0
desenho,do,4.0
chão,fogo,2.0
impossível,sem,2.0
nota,que,4.0
qual,sítio,8.0
empresa,mirim,2.0
aconteceu,lápis,4.0
mês,que,8.0
estavam,não,4.0
cerveja,ganhou,4.0
isso,para,6.0
chique,uma,4.0
gatos,uma,8.0
fazer,ponto,4.0
do,favorito,72.0
chamam,quatro,2.0
aos,só,2.0
ator,muito,6.0
passado,trás,4.0
ele,tinder,2.0
novo,vivo,2.0
disney,minnie,2.0
mesmo,si,12.0
donald,planeta,2.0
com,gosto,2.0
bom,ficam,4.0
deitou,ralph,8.0
faustão,josé,2.0
de,diagnóstico,4.0
para,perna,4.0
cego,que,12.0
com,tio,2.0
jornalista,marcelo,2.0
nasce,no,2.0
pela,só,8.0
do,personagem,42.0
aí,estava,4.0
sabe,seria,4.0
problemas,que,8.0
quanto,uma,4.0
cabeleireiro,cobra,4.0
doce,ela,2.0
pode,que,60.0
foi,piscina,4.0
começar,pés,2.0
deve,na,4.0
chão,que,14.0
amor,da,2.0
dificuldade,não,4.0
as,sexo,4.0
direito,meio,2.0
chão,sentimento,2.0
flores,grupo,4.0
sou,tu,2.0
panela,qual,6.0
gatos,rapper,4.0
bem,esta,2.0
fotos,qual,6.0
de,na,190.0
de,tem,106.0
quer,sempre,8.0
harry,qual,8.0
dupla,mandou,4.0
cabeça,perdeu,4.0
ficar,tem,4.0
manicure,para,4.0
deixa,qual,28.0
caso,nada,2.0
dentro,estavam,4.0
heróis,que,2.0
com,harry,2.0
inseto,mas,4.0
aqui,numa,4.0
ele,perfume,4.0
pé,tamanho,4.0
dinheiro,feito,4.0
era,maria,6.0
cavalo,porque,2.0
bicicleta,diz,2.0
bate,os,6.0
antes,de,28.0
sabe,usam,2.0
na,sente,8.0
chocolate,mais,4.0
as,língua,4.0
com,qualquer,8.0
para,pão,4.0
ex,profissional,2.0
porque,relacionamento,6.0
homo,porque,4.0
herói,tem,6.0
amigo,como,4.0
inferno,para,8.0
estava,mais,8.0
galo,um,2.0
duro,não,2.0
alta,lá,2.0
fazer,pó,2.0
marcelo,vira,4.0
maio,qual,8.0
corpo,forma,4.0
fruta,rio,4.0
forno,mulher,2.0
cheiro,que,10.0
musical,uma,4.0
cantor,zezé,2.0
esperma,um,4.0
comida,vegan,2.0
filme,foi,14.0
morte,te,2.0
avião,azul,2.0
restaurante,tudo,4.0
castro,só,4.0
prato,qual,24.0
da,podem,10.0
deve,rua,4.0
notícia,um,4.0
filho,para,22.0
da,lei,10.0
ele,trabalhar,2.0
casa,criança,6.0
diz,português,2.0
joão,qual,2.0
dum,ia,2.0
de,rua,24.0
pressão,sem,4.0
por,vivo,4.0
homem,igreja,2.0
de,vilão,10.0
dono,podem,4.0
anão,de,12.0
por,usa,6.0
estilo,filme,8.0
morreu,por,2.0
filha,pro,2.0
fazia,sapato,4.0
quatro,são,4.0
qual,sente,4.0
bebem,qual,2.0
aplicativo,os,4.0
prato,tenta,4.0
estar,no,4.0
deus,todo,2.0
horas,no,4.0
mas,quando,12.0
bíblia,livros,4.0
futuro,vai,4.0
fazia,porque,2.0
eles,um,4.0
bem,precisa,4.0
cidade,qual,98.0
brasileira,tiro,2.0
piloto,sabia,4.0
ato,pessoa,6.0
ele,estava,28.0
com,linha,2.0
qual,silvio,10.0
aparecida,da,2.0
patos,qual,4.0
data,marvel,4.0
do,protagonizado,4.0
ainda,mas,2.0
pele,um,4.0
peter,uma,2.0
cada,os,2.0
de,histórico,8.0
ator,com,8.0
gostava,mundo,2.0
depende,se,10.0
têm,um,8.0
existe,massa,2.0
porco,prato,2.0
mas,tempo,8.0
do,espanhol,10.0
minha,na,6.0
espirra,muito,2.0
se,seu,16.0
decidi,quem,2.0
começou,que,8.0
galvão,que,10.0
dum,peixe,2.0
dormir,mas,4.0
do,sobremesa,4.0
aqui,os,2.0
me,minha,6.0
as,fora,2.0
nunca,sair,8.0
manhã,rainha,4.0
esporte,santos,4.0
caixa,ver,4.0
entrar,no,4.0
na,se,72.0
porque,viciado,2.0
ai,disse,4.0
star,todo,4.0
de,gaúcho,2.0
havia,mulher,4.0
animal,dinossauro,4.0
comprar,pontos,4.0
delegacia,ronaldo,4.0
na,perde,6.0
para,time,2.0
abriu,gay,4.0
cidade,nasce,2.0
chão,encontrei,4.0
porque,ser,18.0
até,tão,8.0
gajo,vi,4.0
na,vinho,4.0
do,piloto,8.0
de,tu,4.0
da,suas,6.0
estava,presa,4.0
bicho,no,4.0
semana,vou,2.0
irmão,vai,6.0
sem,tem,8.0
tim,uma,2.0
mundo,verde,4.0
banheiro,intestino,2.0
pediu,porque,12.0
ia,uma,4.0
bem,pra,6.0
costumam,pôr,2.0
mundo,pontinho,4.0
apresentador,tinha,2.0
está,namorado,2.0
qual,se,150.0
produto,uso,2.0
comida,seja,2.0
ano,de,8.0
jesus,que,20.0
as,fazia,2.0
pode,usado,8.0
filósofo,um,6.0
mão,que,12.0
no,quebrou,4.0
com,inglês,2.0
mulheres,si,2.0
enquanto,presa,4.0
fruta,vende,4.0
hoje,um,18.0
canta,dupla,2.0
banda,popular,2.0
dança,favorita,8.0
mario,personagem,4.0
boca,do,6.0
faustão,favorito,8.0
anos,tinder,2.0
qual,vinho,14.0
atriz,duas,6.0
existe,luta,4.0
errou,qual,6.0
militar,nos,2.0
carta,pessoas,2.0
faz,sempre,6.0
sucesso,virou,2.0
de,matemática,34.0
comer,duro,2.0
na,tim,4.0
altas,do,4.0
caso,ou,4.0
morrer,para,4.0
eles,eram,2.0
princesa,roubar,4.0
fala,sua,4.0
eva,que,24.0
agora,está,2.0
joga,neymar,2.0
nós,professores,4.0
quer,rita,2.0
dia,óculos,2.0
muito,rapaz,2.0
forma,os,12.0
pastor,qual,4.0
da,própria,2.0
faz,triste,4.0
polegar,que,4.0
pedra,qual,4.0
dá,viciado,2.0
foi,porque,138.0
passar,porque,4.0
fica,olho,4.0
falam,tinder,2.0
dinheiro,planeta,2.0
da,jogadora,2.0
de,estão,10.0
bonita,existe,2.0
ator,não,8.0
bebida,natal,4.0
no,salmão,2.0
bonito,pedra,2.0
compras,policial,2.0
mickey,por,16.0
pedro,tenho,2.0
ciclista,uma,2.0
fica,filme,6.0
se,três,6.0
no,pediu,6.0
ou,ser,6.0
eu,lugar,4.0
merda,sabor,2.0
padre,uma,8.0
marcelo,rapper,2.0
material,norte,2.0
dar,presente,6.0
alho,loja,2.0
gay,já,4.0
boi,gado,4.0
igreja,que,14.0
qual,tiro,6.0
comeu,se,2.0
foi,itália,4.0
cantora,ponto,4.0
da,porta,12.0
jardineiro,planta,2.0
instrumento,vendido,4.0
dos,quer,8.0
carro,porque,20.0
boi,em,8.0
conseguem,são,4.0
bateu,uma,6.0
de,piada,4.0
canal,tv,2.0
cigarro,os,2.0
ela,por,32.0
estado,onde,4.0
cara,nos,6.0
come,igreja,4.0
chá,pedreiros,4.0
samba,uma,2.0
da,hospital,2.0
cinema,vilão,4.0
reclama,sabe,4.0
gaúchos,preferido,6.0
foi,ponto,4.0
biscoito,mais,6.0
meio,vai,6.0
de,gaúchos,2.0
bater,em,12.0
casa,porque,28.0
cheio,sala,2.0
música,nome,6.0
jardim,tem,2.0
para,tinha,20.0
muito,pelos,2.0
bebida,de,10.0
com,leva,4.0
banco,qual,4.0
de,superman,6.0
cabelo,corpo,2.0
há,não,18.0
banco,esperma,6.0
estados,pais,4.0
dando,se,2.0
nas,os,4.0
comer,primeira,2.0
falou,minnie,4.0
leva,porque,6.0
sabe,todas,4.0
obras,também,8.0
quando,quis,6.0
com,ele,54.0
teve,unidos,2.0
paga,pelo,4.0
na,semana,4.0
cultura,gente,4.0
está,feias,4.0
de,posto,12.0
pó,que,8.0
animal,único,4.0
ai,fazer,2.0
gosta,no,18.0
doença,nova,4.0
ao,disse,24.0
show,um,4.0
escritor,existe,4.0
já,mais,22.0
se,suas,4.0
cobra,porque,4.0
de,trabalho,16.0
horas,outra,2.0
pelé,silvio,2.0
entre,podem,4.0
com,resultado,4.0
careca,ficou,2.0
mão,nos,2.0
nos,vai,6.0
passos,população,2.0
está,quase,2.0
como,navios,2.0
de,esportivo,4.0
eram,três,6.0
iogurte,onde,2.0
diagnóstico,nada,2.0
de,ficou,36.0
casa,uso,4.0
dificuldade,tv,2.0
céu,sem,2.0
ficar,ficou,2.0
filme,no,14.0
na,vende,4.0
hollywood,pão,4.0
as,tamanho,4.0
minha,mulher,14.0
futebol,mais,6.0
colocar,silvio,4.0
encontra,pato,2.0
tim,vida,8.0
filhos,os,10.0
josé,no,2.0
dálias,jardim,2.0
adele,gosta,4.0
azul,mortal,2.0
que,todo,66.0
pôr,que,6.0
tão,usando,2.0
chocolate,tem,4.0
bebês,fadas,2.0
estava,na,26.0
matar,não,4.0
cama,de,2.0
por,santo,2.0
essa,que,4.0
instrumento,leva,2.0
entre,sol,4.0
direito,nunca,2.0
gás,última,4.0
país,seu,4.0
nota,tirou,2.0
dia,triste,4.0
foi,ir,8.0
as,lá,8.0
pés,seus,2.0
microorganismo,passado,4.0
computador,só,4.0
um,vermelho,2.0
bíblia,personagem,4.0
frente,passa,2.0
para,pediu,8.0
fazem,grande,2.0
japonês,que,34.0
disse,logo,2.0
carlos,problemas,2.0
cheio,deixa,4.0
anda,grande,2.0
nasceu,sou,2.0
ao,quando,28.0
do,quatro,4.0
francês,pede,2.0
qual,vende,16.0
por,vivia,10.0
artista,brasileiro,2.0
dor,foi,4.0
amigo,se,6.0
enquanto,na,4.0
cry,por,2.0
amarelo,um,20.0
ator,maior,4.0
mais,na,46.0
pessoas,uma,8.0
em,marca,2.0
ao,mario,2.0
mais,tem,24.0
do,pobre,4.0
anda,em,6.0
de,favorita,26.0
noite,para,2.0
para,praia,4.0
qual,tipo,32.0
conta,não,4.0
faz,massa,2.0
políticos,porque,2.0
dente,prato,2.0
elemento,usar,4.0
mais,nós,4.0
mês,roupa,4.0
qual,sabem,6.0
lado,vida,4.0
casa,pó,2.0
as,sempre,26.0
no,paulo,2.0
canal,cães,4.0
jogador,mas,6.0
ao,tempo,10.0
com,neymar,4.0
comprar,para,12.0
comida,toca,4.0
globo,tão,2.0
chocolate,vilão,4.0
carteira,dentista,6.0
quando,salmão,6.0
dos,perdedores,8.0
fácil,porque,6.0
esposa,história,4.0
ali,da,4.0
esposa,mas,4.0
com,tamanho,4.0
isso,temos,2.0
michael,nos,2.0
minha,morar,4.0
adora,meio,4.0
colocar,se,6.0
para,uma,62.0
cachorro,leva,2.0
animal,nenhum,4.0
entrar,vai,4.0
do,faustão,18.0
compras,um,4.0
doce,nome,8.0
cidade,deixa,6.0
ana,rua,2.0
cachorro,ele,4.0
não,sítio,2.0
galinhas,não,6.0
férias,médio,2.0
cerveja,de,12.0
com,instrumento,6.0
espelho,não,2.0
gajo,numa,4.0
meus,vão,2.0
dieta,qual,8.0
com,lá,8.0
curte,que,4.0
de,tartaruga,4.0
ela,neymar,2.0
dia,tantas,12.0
mais,vilão,2.0
sente,um,12.0
fala,no,2.0
ficou,vou,4.0
do,muita,4.0
chão,qual,12.0
casar,mulher,6.0
levar,que,4.0
dá,numa,4.0
bicicleta,precisa,2.0
durante,tom,2.0
bebe,vc,2.0
cantor,mc,8.0
tom,tomou,4.0
casa,morar,6.0
na,passa,4.0
campeão,feliz,4.0
assim,começar,2.0
casa,portugal,2.0
não,viu,4.0
passado,tempo,4.0
os,semelhança,8.0
porque,vivo,8.0
escola,inglês,2.0
comeu,período,2.0
comer,pena,4.0
porque,usa,18.0
comida,serve,8.0
dentro,por,14.0
pra,sair,6.0
ao,médico,10.0
porque,pé,6.0
do,dois,10.0
tempo,urso,2.0
casal,qual,6.0
beleza,há,2.0
acha,não,4.0
feito,para,12.0
canal,de,6.0
foi,jogador,6.0
com,sempre,22.0
na,tocada,6.0
já,seria,4.0
depois,que,84.0
aquilo,todo,4.0
melhor,para,20.0
as,cidade,14.0
filme,homem,8.0
como,português,2.0
homem,que,84.0
diz,intestino,4.0
cantor,que,118.0
mesmo,tem,8.0
que,usar,8.0
era,nenhum,2.0
com,jornalista,2.0
jorge,também,2.0
nunca,se,10.0
the,turma,2.0
fica,os,6.0
ao,avó,2.0
crescer,do,4.0
dente,sem,4.0
mulher,virgem,2.0
do,porque,186.0
chefe,não,6.0
incrível,qual,4.0
fez,um,10.0
frente,lindo,4.0
boa,que,4.0
eu,qual,42.0
dupla,quem,4.0
gasolina,se,4.0
bebida,mais,6.0
em,preto,2.0
compra,não,4.0
férias,vão,2.0
de,vira,6.0
ave,passarinho,2.0
um,vi,12.0
ben,mais,2.0
crime,loja,2.0
cara,saiu,2.0
pro,série,4.0
fulano,piscina,4.0
pessoa,vida,10.0
chegou,você,2.0
em,março,4.0
boi,vaca,2.0
alguém,que,16.0
por,três,4.0
cheio,gente,2.0
cantor,dos,14.0
data,do,6.0
ou,tua,4.0
dentro,ele,4.0
lutador,silva,2.0
militar,qual,4.0
dos,futebol,6.0
de,dinheiro,4.0
comunista,depois,4.0
família,há,4.0
do,uso,4.0
poder,por,4.0
em,toma,2.0
deitou,na,8.0
quando,sabe,8.0
mais,todas,8.0
depois,eu,18.0
jogadores,lei,8.0
em,que,478.0
estava,matemática,4.0
as,tudo,8.0
gato,vez,4.0
neymar,que,2.0
nome,quer,8.0
jogo,para,8.0
ficou,mas,10.0
feliz,um,6.0
durante,horas,4.0
cão,vai,6.0
chá,para,12.0
mulher,qual,54.0
população,tão,4.0
uma,viu,6.0
fizeram,uma,2.0
no,usada,4.0
carteira,em,6.0
far,ter,2.0
fred,que,8.0
um,viciado,4.0
dentista,que,20.0
perna,qual,2.0
não,silvio,4.0
antes,tem,2.0
guerra,pés,4.0
galvão,qual,4.0
para,pés,6.0
força,parece,4.0
minha,namorada,6.0
nem,se,4.0
massa,na,4.0
sou,sucesso,2.0
favorita,leonardo,2.0
de,famoso,16.0
chama,no,6.0
algumas,roupas,4.0
luz,nome,2.0
belo,que,2.0
maria,viciado,2.0
ele,foi,16.0
com,tantas,2.0
cemitério,qual,4.0
nao,trabalhar,4.0
ator,carrey,2.0
fica,notícia,2.0
mais,mulher,8.0
números,podem,4.0
se,sexo,4.0
bengala,que,8.0
do,mulher,58.0
nova,ver,2.0
da,por,90.0
doença,só,4.0
ela,ovelha,2.0
cara,qual,40.0
companhia,nunca,4.0
duas,são,8.0
de,onde,42.0
policial,se,6.0
gordo,porque,4.0
anão,na,8.0
dias,fernando,2.0
gado,uso,2.0
favorito,um,4.0
por,trabalhava,4.0
batatas,que,4.0
fica,incrível,4.0
causa,sala,2.0
matar,religioso,4.0
desenho,que,14.0
ar,causa,6.0
em,velho,6.0
banda,fazendo,4.0
animal,no,6.0
dois,passado,4.0
da,tesão,4.0
está,porque,56.0
pegou,uma,4.0
do,zeca,2.0
em,existem,2.0
das,galinhas,2.0
azul,como,2.0
de,rainha,4.0
da,água,12.0
gaúchos,são,4.0
buraco,de,8.0
de,estar,4.0
comprar,teve,4.0
espera,qual,2.0
bater,estou,2.0
ele,sua,4.0
no,rapaz,4.0
com,tudo,8.0
impossível,são,2.0
dentista,velho,6.0
ficou,rico,8.0
quase,que,8.0
branco,numa,2.0
microondas,pontapés,4.0
desde,na,2.0
obras,ti,2.0
num,porque,8.0
futebol,na,10.0
futebol,tem,6.0
estava,trabalho,6.0
cabeça,quando,2.0
alto,seleção,2.0
quatro,único,2.0
não,se,112.0
dor,no,10.0
ao,cães,4.0
com,massa,2.0
não,perde,12.0
aceita,musical,4.0
porque,trabalhadores,2.0
que,queria,22.0
nada,quase,4.0
aquilo,hoje,4.0
estados,transporte,2.0
de,órgão,2.0
atleta,enquanto,4.0
perdedores,the,2.0
médio,pessoas,4.0
comediante,the,2.0
mais,sexy,6.0
muitos,parte,4.0
não,vinho,6.0
chove,ilha,6.0
casa,ex,2.0
da,resultado,6.0
dentro,lá,6.0
música,nova,2.0
porco,qual,12.0
de,luciano,4.0
de,quer,6.0
compra,quando,2.0
em,teve,8.0
bateu,com,2.0
num,ponto,2.0
meu,ser,10.0
doente,harry,4.0
com,rita,4.0
durante,sozinho,4.0
na,toda,2.0
come,que,30.0
da,sei,4.0
das,uma,6.0
causa,estava,4.0
ontem,qual,4.0
dos,marca,8.0
faculdade,só,4.0
gente,que,40.0
os,sabor,2.0
como,fotos,2.0
encontra,qual,4.0
comem,tem,4.0
mario,porque,4.0
ele,noite,4.0
começar,usar,6.0
entrou,porque,6.0
escola,lá,4.0
manhã,para,6.0
cantora,do,12.0
marca,virou,4.0
ação,filme,2.0
ter,vai,4.0
apareceu,cara,2.0
até,viu,6.0
criança,qual,12.0
la,pessoas,2.0
criança,falar,4.0
duas,estava,6.0
não,tiro,6.0
pro,índio,4.0
paulo,queria,2.0
jorge,no,2.0
ainda,esta,4.0
menos,no,2.0
dizer,estou,4.0
ao,de,48.0
praia,que,16.0
diabo,em,2.0
famosa,qual,18.0
diferentes,um,2.0
ave,graça,2.0
qual,toda,10.0
de,sucesso,14.0
beber,rio,4.0
alguém,tirar,4.0
merda,vc,4.0
lugar,porque,8.0
homo,sabão,2.0
estava,impossível,4.0
mestre,quase,2.0
duas,parede,2.0
algumas,cultura,4.0
michael,qual,6.0
porque,santo,2.0
internet,ser,6.0
da,volta,2.0
história,homo,2.0
pintor,pé,6.0
pessoal,você,2.0
apanhou,presente,2.0
de,microorganismo,2.0
brasileiro,militar,2.0
celular,quebrou,4.0
escola,sempre,6.0
funciona,porque,4.0
do,pode,8.0
manicure,ouro,2.0
em,tirar,4.0
trás,uma,2.0
estão,pontos,4.0
toda,vegan,2.0
caso,em,4.0
ao,caetano,4.0
de,jogos,10.0
perdeu,quebrou,4.0
bola,planeta,2.0
mandou,que,6.0
feito,homens,2.0
carro,do,24.0
amigos,dos,6.0
cantor,chocolate,4.0
ave,perna,2.0
coisa,que,6.0
escola,jornalista,2.0
cabeça,segura,2.0
porque,vivia,6.0
luta,preferido,2.0
espera,videogame,4.0
da,globo,14.0
aconteceu,que,48.0
quando,série,4.0
ator,de,52.0
empresa,foi,2.0
tão,uma,32.0
criado,filme,2.0
lado,não,6.0
esta,para,4.0
comida,donald,4.0
casa,do,28.0
no,pedras,4.0
que,última,4.0
lindo,que,2.0
que,star,22.0
muitos,sem,2.0
do,num,6.0
para,procura,4.0
nota,quase,2.0
chove,se,4.0
filmes,pessoas,2.0
conseguiu,quatro,4.0
ciclista,não,2.0
dá,missa,6.0
que,trabalha,36.0
com,falou,12.0
japonês,roupa,4.0
como,vi,2.0
microorganismo,sempre,4.0
alfaiate,calça,4.0
quando,rapaz,2.0
ou,ter,4.0
microondas,têm,4.0
inventou,seria,2.0
michael,quais,2.0
dor,homem,12.0
miss,que,10.0
boca,cheia,4.0
bateu,não,2.0
olho,outros,4.0
de,medo,8.0
má,uma,2.0
sertaneja,vivia,2.0
espirra,pokémon,4.0
cortar,no,2.0
academia,cantor,4.0
ferro,por,2.0
mirim,qual,12.0
sei,te,2.0
fazendo,futebol,4.0
cai,vira,2.0
pegou,peixe,4.0
nunca,passa,4.0
com,sofre,2.0
fábio,que,8.0
elas,por,8.0
ao,restaurante,4.0
algo,se,2.0
no,pegou,4.0
restaurante,uma,12.0
dá,pontapés,8.0
por,qualquer,4.0
graça,sem,4.0
cidade,janeiro,2.0
dia,espera,2.0
perfume,praia,2.0
com,ronaldo,4.0
caso,porque,4.0
hospital,rapaz,2.0
mas,outro,10.0
na,uber,2.0
do,namorada,16.0
caneta,com,4.0
pelo,se,4.0
gaúcho,no,2.0
peixe,prédio,2.0
comunista,foi,2.0
em,la,8.0
não,vende,4.0
acontece,turma,2.0
cerveja,chama,2.0
de,presidente,12.0
se,wii,2.0
do,quanto,2.0
bonito,só,2.0
arroz,dia,4.0
alguma,para,2.0
ponto,quem,2.0
tem,zeca,2.0
ele,empresa,2.0
superherói,vai,4.0
ajuda,seu,4.0
da,mãe,16.0
bola,praia,2.0
não,tipo,4.0
passar,um,4.0
favorita,neymar,4.0
ela,virou,4.0
cada,harry,2.0
mas,ônibus,2.0
ele,no,54.0
boca,que,14.0
nossa,vive,2.0
inventou,zero,4.0
alguém,dificuldade,2.0
não,sabem,6.0
ao,mcdonalds,2.0
gosta,herói,6.0
essa,ou,2.0
funkeiro,mc,4.0
caiu,mas,4.0
em,nada,8.0
filmes,wars,4.0
fazes,um,16.0
pontapés,que,12.0
quando,tom,4.0
cantora,chá,4.0
da,gostam,4.0
tudo,zeca,2.0
aconteceu,carro,4.0
cuida,qual,8.0
altas,que,8.0
bíblia,porque,2.0
foi,gonçalves,4.0
estão,limpa,4.0
qual,ver,6.0
hollywood,vida,2.0
por,sexo,8.0
contra,seleção,2.0
cama,na,6.0
mais,mercado,2.0
artista,os,2.0
de,pede,4.0
biscoito,da,6.0
porque,windows,4.0
bola,uma,4.0
roupas,sempre,2.0
ia,todo,2.0
cabeleireiro,ela,4.0
favorita,matemáticos,2.0
da,passos,4.0
da,população,6.0
dos,tira,4.0
ao,fui,10.0
da,patos,8.0
livro,se,2.0
economia,para,2.0
um,usa,4.0
pontos,seu,4.0
carne,usada,4.0
funkeiro,que,10.0
porque,têm,52.0
que,roubar,8.0
desenho,la,2.0
de,rápido,4.0
hollywood,lado,2.0
casar,quer,6.0
leva,um,6.0
braço,histórico,4.0
não,vir,2.0
assim,porque,8.0
nariz,para,2.0
estavam,ônibus,4.0
salgado,tesão,2.0
famosa,sorriso,2.0
menino,nome,6.0
abre,um,8.0
conseguiu,porque,12.0
porque,três,6.0
era,ninguém,10.0
da,ovelha,4.0
cobra,um,4.0
onde,vivem,4.0
anos,meu,4.0
passou,presente,4.0
irmão,viu,4.0
no,sozinho,4.0
ciência,da,10.0
com,mexicano,4.0
sofre,são,2.0
cozinha,pôr,4.0
cheio,nenhum,2.0
aranha,de,4.0
chove,elas,4.0
de,pontos,4.0
pato,prato,4.0
outro,porque,8.0
até,rio,4.0
filmes,são,10.0
calça,qual,4.0
era,parar,4.0
adora,um,2.0
como,manda,4.0
incentiva,uso,4.0
errou,mas,8.0
dar,vir,2.0
os,star,4.0
preferido,sanduíche,4.0
sítio,um,6.0
lado,quando,4.0
esporte,quem,4.0
de,hollywood,22.0
costuma,veterinário,2.0
ganhou,pela,4.0
eu,questão,4.0
movimento,que,4.0
anda,tony,2.0
de,trás,8.0
flor,qual,10.0
boi,um,4.0
cidade,sua,4.0
amigo,fez,4.0
mozart,por,4.0
filha,senha,2.0
ação,os,4.0
as,letra,2.0
de,estado,12.0
dragon,personagem,2.0
colocar,toda,4.0
favorito,plantas,2.0
que,sal,12.0
agora,como,4.0
mas,na,14.0
na,sol,4.0
mas,tem,12.0
feira,que,2.0
recebeu,um,4.0
porque,silêncio,2.0
por,portuguesa,2.0
andava,sem,4.0
os,rádio,8.0
foram,tempo,4.0
deus,tem,8.0
fundo,vive,4.0
brasileira,jogadora,2.0
cavalo,conta,2.0
chega,paraíso,4.0
banco,bate,2.0
andava,pequeno,8.0
festa,uma,6.0
que,superherói,4.0
cidade,incentiva,4.0
de,loja,26.0
ator,belo,2.0
dos,fulano,2.0
ator,mais,24.0
aparecida,para,6.0
onde,para,36.0
gosta,vrau,2.0
menos,minha,2.0
alta,uma,4.0
inglês,nome,2.0
pontos,têm,4.0
escola,filho,4.0
meu,pé,4.0
céu,são,2.0
network,trabalhadores,2.0
grupo,susto,2.0
cabeça,de,4.0
porque,trabalhava,4.0
pedreiro,semana,4.0
nunca,potter,4.0
do,filmes,8.0
que,sílvio,10.0
ele,está,12.0
isto,virase,4.0
animal,vale,4.0
dois,lá,6.0
canal,tem,2.0
favorito,leões,4.0
bicicleta,como,6.0
perdeu,pés,4.0
qual,sol,4.0
boa,ou,4.0
parente,toda,2.0
fica,silêncio,2.0
gato,só,4.0
aconteceu,diabo,2.0
galo,qual,2.0
problemas,árabe,6.0
cheio,nome,2.0
mia,por,4.0
passarinho,quê,2.0
homem,partes,4.0
quanto,queria,4.0
ficou,irmã,4.0
disney,por,2.0
fácil,um,6.0
fosse,na,2.0
chefe,de,4.0
esperma,qual,6.0
no,pedro,4.0
férias,volta,2.0
apresentadora,primeiro,4.0
futuro,se,8.0
da,queijo,4.0
mim,nunca,4.0
gatos,logo,2.0
deus,rua,4.0
segura,sem,4.0
compra,de,4.0
do,nasceu,4.0
entra,jogador,2.0
primos,tio,4.0
da,samba,4.0
ball,como,2.0
pelo,período,2.0
banheiro,porta,2.0
computador,dizer,4.0
costumam,no,2.0
ator,superherói,2.0
muito,trabalha,4.0
cá,estás,4.0
está,nunca,6.0
bom,havia,4.0
as,relacionamento,2.0
qual,unidos,8.0
podem,ser,6.0
do,poeta,2.0
dos,faculdade,4.0
pede,vai,4.0
academia,está,4.0
dificuldade,tem,6.0
não,professores,4.0
bar,eu,2.0
manda,se,6.0
nome,para,30.0
falou,férias,4.0
alta,sabe,2.0
grupo,heróis,2.0
dieta,vou,2.0
pessoa,quando,6.0
carteira,nunca,6.0
beatles,os,2.0
espaço,se,2.0
até,chique,8.0
em,show,4.0
adoro,quando,2.0
ajuda,céu,4.0
fazem,um,6.0
mais,salvador,4.0
jogadores,por,10.0
na,passou,6.0
ao,presa,4.0
ponto,time,4.0
crimes,os,4.0
em,partes,8.0
ficou,jovem,4.0
fazer,que,106.0
pedro,um,4.0
estilo,qualquer,6.0
pele,qual,2.0
nota,porque,2.0
apresentadora,casa,4.0
esportivo,uma,2.0
mãe,que,44.0
me,se,10.0
pior,por,2.0
drogas,luciano,2.0
john,que,4.0
da,data,4.0
mais,sucesso,10.0
ator,marcelo,2.0
forno,que,10.0
em,nem,10.0
na,própria,4.0
consegue,não,8.0
devia,inferno,2.0
família,filme,6.0
inglês,no,6.0
mar,pizza,6.0
marvel,pão,6.0
não,vezes,4.0
de,especialista,2.0
carnaval,das,4.0
matemática,se,6.0
cebolinha,santo,4.0
cobra,gajo,2.0
só,vou,4.0
irmão,se,8.0
deixa,no,4.0
ninguém,um,6.0
as,funkeiro,4.0
café,todos,2.0
sabem,têm,4.0
família,pessoa,4.0
cantor,interpreta,4.0
favorita,samba,4.0
faz,uma,30.0
dizer,esta,4.0
de,vivem,2.0
mas,todas,4.0
aos,ataque,2.0
americano,uma,4.0
microorganismo,sofre,2.0
eu,vou,6.0
dentes,diz,2.0
olho,pau,4.0
dente,sorriso,2.0
polícia,que,8.0
para,pedro,2.0
matar,preso,4.0
há,marcelo,2.0
quê,um,6.0
peixe,por,4.0
buraco,na,2.0
dos,la,2.0
crescer,que,4.0
hoje,virase,4.0
de,pessoal,8.0
não,potter,2.0
que,tá,36.0
compras,nervoso,4.0
alfaiate,com,2.0
aranha,mais,4.0
assistir,um,2.0
causa,cheiro,2.0
como,os,64.0
cabeça,fui,2.0
crescer,me,2.0
rápido,vai,6.0
cantora,conta,4.0
americano,rapper,4.0
muito,você,12.0
do,papa,6.0
porque,tio,2.0
elas,tantas,2.0
filósofo,qual,14.0
das,pedras,4.0
qual,silva,4.0
lugar,nunca,8.0
ano,bicho,4.0
galinha,uma,4.0
porque,tanto,4.0
apresentador,tv,6.0
pro,santos,8.0
ao,zero,4.0
isso,porque,4.0
luz,tão,2.0
desenho,fala,6.0
do,esporte,4.0
comer,devia,2.0
da,virou,4.0
cara,salvar,4.0
data,que,6.0
cavalo,que,8.0
estados,quando,2.0
sabão,tira,2.0
chão,mas,8.0
homem,último,2.0
cidade,no,8.0
foi,padaria,2.0
ave,uma,2.0
comida,da,6.0
ainda,sem,4.0
homo,que,6.0
deve,para,4.0
adora,famosa,2.0
ele,precisa,4.0
pizza,sozinho,2.0
suas,tom,2.0
com,dá,20.0
não,toda,4.0
havia,que,2.0
biscoito,do,2.0
de,para,130.0
cabeça,sai,2.0
diagnóstico,nenhuma,2.0
acabei,livro,4.0
